id,title,authors,venue,year,source
601864,Book reviews,Karl Aberer,ACM SIGMOD Record ,2002,ACM
601865,Book review column,Karl Aberer,ACM SIGMOD Record ,2002,ACM
601862,Clustering validity checking methods: part II,"Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis",ACM SIGMOD Record ,2002,ACM
601863,A study on the management of semantic transaction for efficient data retrieval,"Shi Ming Huang, Irene Kwan, Chih He Li",ACM SIGMOD Record ,2002,ACM
601868,Database principles,Leonid Libkin,ACM SIGMOD Record ,2002,ACM
601869,Automata theory for XML researchers,Frank Neven,ACM SIGMOD Record ,2002,ACM
601866,Introduction to constraint databases,Bart Kuijpers,ACM SIGMOD Record ,2002,ACM
601867,Foundations of statistical natural language processing,Gerhard Weikum,ACM SIGMOD Record ,2002,ACM
601872,Industry perspectives,Len Seligman,ACM SIGMOD Record ,2002,ACM
601873,Toward autonomic computing with DB2 universal database,"Sam S. Lightstone, Guy Lohman, Danny Zilio",ACM SIGMOD Record ,2002,ACM
601870,Distinguished DB profiles,Marianne Winslett,ACM SIGMOD Record ,2002,ACM
601871,"Hector Garcia-Molina speaks out: regarding startups, how life is getting harder, delta papers, CS in Mexico, life as a department chair, and more",Marianne Winslett,ACM SIGMOD Record ,2002,ACM
601876,Standards,Jim Melton,ACM SIGMOD Record ,2002,ACM
601877,SQL/MED: a status report,"Jim Melton, Jan Eike Michels, Vanja Josifovski, Krishna Kulkarni, Peter Schwarz",ACM SIGMOD Record ,2002,ACM
601874,Influential papers,Ken Ross,ACM SIGMOD Record ,2002,ACM
601875,Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002,ACM
568519,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",ACM Transactions on Database Systems (TODS) ,2002,ACM
565143,Combining fuzzy information: an overview,Ronald Fagin,ACM SIGMOD Record ,2002,ACM
565142,Database principles,Leonid Libkin,ACM SIGMOD Record ,2002,ACM
565141,SQL/XML is making good progress,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,2002,ACM
581752,Searching for dependencies at multiple abstraction levels,"Toon Calders, Raymond T. Ng, Jef Wijsen",ACM Transactions on Database Systems (TODS) ,2002,ACM
569785,Editorial directons,Won Kim,ACM Transactions on Database Systems (TODS) ,1995,ACM
569784,Editorial: Charter and scope,Won Kim,ACM Transactions on Database Systems (TODS) ,1995,ACM
568520,Locally adaptive dimensionality reduction for indexing large time series databases,"Kaushik Chakrabarti, Eamonn Keogh, Sharad Mehrotra, Michael Pazzani",ACM Transactions on Database Systems (TODS) ,2002,ACM
582412,Searching in metric spaces with user-defined and approximate distances,"Paolo Ciaccia, Marco Patella",ACM Transactions on Database Systems (TODS) ,2002,ACM
582411,Understanding the global semantics of referential actions using logic rules,"Wolfgang May, Bertram Lud&#228;scher",ACM Transactions on Database Systems (TODS) ,2002,ACM
581754,Cost models for overlapping and multiversion structures,"Yufei Tao, Dimitris Papadias, Jun Zhang",ACM Transactions on Database Systems (TODS) ,2002,ACM
581753,Fast incremental maintenance of approximate histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",ACM Transactions on Database Systems (TODS) ,2002,ACM
601861,The cougar approach to in-network query processing in sensor networks,"Yong Yao, Johannes Gehrke",ACM SIGMOD Record ,2002,ACM
601860,Articles,Avigdor Gal,ACM SIGMOD Record ,2002,ACM
601859,Treasurer's message,Joachim Hammer,ACM SIGMOD Record ,2002,ACM
582413,SilkRoute: A framework for publishing relational data in XML,"Mary Fern&#225;ndez, Yana Kadiyska, Dan Suciu, Atsuyuki Morishima, Wang-Chiew Tan",ACM Transactions on Database Systems (TODS) ,2002,ACM
603879,The Ecobase project: database and web technologies for environmental information systems,"Luc Bouganim, Maria Claudia Cavalcanti, Fran&#231;oise Fabret, Maria Luiza Campos, Fran&#231;ois Llirbat, Marta Mattoso, Rubens Melo, Ana Maria Moura, Esther Pacitti, Fabio Porto, Margareth Simoes, Eric Simon, Asterio Tanaka, Patrick Valduriez",ACM SIGMOD Record ,2001,ACM
603880,Data analysis and mining in the life sciences,Nam Huyn,ACM SIGMOD Record ,2001,ACM
603881,Influential papers,Ken Ross,ACM SIGMOD Record ,2001,ACM
603882,Reminiscences on influential papers,Kenneth A. Ross,ACM SIGMOD Record ,2001,ACM
603884,Continuous queries over data streams,"Shivnath Babu, Jennifer Widom",ACM SIGMOD Record ,2001,ACM
603885,Career forum,Alexandros Labrinidis,ACM SIGMOD Record ,2001,ACM
603886,Career-enhancing services at SIGMOD online,"Alexandros Labrinidis, Alberto O. Mendelzon",ACM SIGMOD Record ,2001,ACM
604262,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record ,2001,ACM
604265,Special section on data mining for intrusion detection and threat analysis,Daniel Barbar&#225;,ACM SIGMOD Record ,2001,ACM
604266,Special issue on data mining for intrusion detection and threat analysis,Daniel Barbar&#225;,ACM SIGMOD Record ,2001,ACM
604267,Data mining-based intrusion detectors: an overview of the columbia IDS project,"Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin",ACM SIGMOD Record ,2001,ACM
604268,ADAM: a testbed for exploring the use of data mining in intrusion detection,"Daniel Barbar&#225;, Julia Couto, Sushil Jajodia, Ningning Wu",ACM SIGMOD Record ,2001,ACM
604269,Detection and classification of intrusions and faults using sequences of system calls,"Jo&#227;o B. D. Cabrera, Lundy Lewis, Raman K. Mehra",ACM SIGMOD Record ,2001,ACM
604270,Mining system audit data: opportunities and challenges,"Wenke Lee, Wei Fan",ACM SIGMOD Record ,2001,ACM
604271,Using unknowns to prevent discovery of association rules,"Y&#252;cel Saygin, Vassilios S. Verykios, Chris Clifton",ACM SIGMOD Record ,2001,ACM
604272,Mining e-mail content for author identification forensics,"O. de Vel, A. Anderson, M. Corney, G. Mohay",ACM SIGMOD Record ,2001,ACM
601879,Interviewing during a tight job market,"Zachary G. Ives, Qiong Luo",ACM SIGMOD Record ,2002,ACM
601878,Career forum,Alexandros Labrinidis,ACM SIGMOD Record ,2002,ACM
601881,Database research at the University of Illinois at Urbana-Champaign,"M. Winslett, K. Chang, A. Doan, J. Han, C. Zhai, Y. Zhou",ACM SIGMOD Record ,2002,ACM
601880,Research centers,Amit Sheth,ACM SIGMOD Record ,2002,ACM
602302,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record ,2000,ACM
601882,Research activities in database management and information retrieval at University of Illinois at Chicago,"Isabel Cruz, Ashfaq Khokhar, Bing Liu, Prasad Sistla, Ouri Wolfson, Clement Yu",ACM SIGMOD Record ,2002,ACM
603870,XQuery formal semantics state and challenges,Peter Fankhauser,ACM SIGMOD Record ,2001,ACM
603869,Advanced XML data processing: guest editor's introduction,Karl Aberer,ACM SIGMOD Record ,2001,ACM
603872,Why and how to benchmark XML databases,"Albrecht Schmidt, Florian Waas, Martin Kersten, Daniela Florescu, Michael J. Carey, Ioana Manolescu, Ralph Busse",ACM SIGMOD Record ,2001,ACM
603871,A general technique for querying XML documents using a relational database system,"Jayavel Shanmugasundaram, Eugene Shekita, Jerry Kiernan, Rajasekar Krishnamurthy, Efstratios Viglas, Jeffrey Naughton, Igor Tatarinov",ACM SIGMOD Record ,2001,ACM
603874,On database theory and XML,Dan Suciu,ACM SIGMOD Record ,2001,ACM
603873,Wrapping web data into XML,"Wei Han, David Buttler, Calton Pu",ACM SIGMOD Record ,2001,ACM
603876,"Preservation of digital data with self-validating, self-instantiating knowledge-based archives","Bertram Lud&#228;scher, Richard Marciano, Reagan Moore",ACM SIGMOD Record ,2001,ACM
603875,XML document versioning,"Shu Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo",ACM SIGMOD Record ,2001,ACM
603878,The evolution of effective B-tree: page organization and techniques: a personal account,David Lomet,ACM SIGMOD Record ,2001,ACM
603877,Articles,Avigdor Gal,ACM SIGMOD Record ,2001,ACM
615197,The aditi deductive database system,"Jayen Vaghani, Kotagiri Ramamohanarao, David B. Kemp, Zoltan Somogyi, Peter J. Stuckey, Tim S. Leask, James Harland",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615200,Efficiently instantiating view-objects from remote relational databases,"Byung Suk Lee, Gio Wiederhold",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615195,The CORAL deductive system,"Raghu Ramakrishnan, Divesh Srivastava, S. Sudarshan, Praveen Seshadri",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615196,DECLARE and SDS: early efforts to commercialize deductive database technology,"Werner Kie&#223;ling, Helmut Schmidt, Werner Strau&#223;, Gerhard D&#252;nzinger",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615193,An introduction to deductive database languages and systems,"Kotagiri Ramamohanarao, James Harland",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615194,"The glue-nail deductive database system: design, implementation, and evaluation","Marcia A. Derr, Shinichi Morishita, Geoffrey Phipps",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615189,Versioning and configuration management in an object-oriented data model,Edward Sciore,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615192,Special issue on prototypes of deductive database systems,K. Ramamohanarao,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615209,Qualitative representation of spatial knowledge in two-dimensional space,"Dimitris Papadias, Timos Sellis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615210,The TV-tree: an index structure for high-dimensional data,"King Ip Lin, H. V. Jagadish, Christos Faloutsos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615207,Management of multidimensional discrete data,Peter Baumann,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615208,A semantic modeling approach for image retrieval by content,"Wesley W. Chu, Ion T. Ieong, Ricky K. Taira",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615205,Special issue on spatial database systems,H. J. Schek,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615206,An introduction to spatial database systems,Ralf Hartmut G&#252;ting,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615201,The demarcation protocol: a technique for maintaining constraints in distributed database systems,"Daniel Barbar&#225;-Mill&#225;, Hector Garcia-Molina",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615202,Index configuration in object-oriented databases,Elisa Bertino,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
604280,SQL multimedia and application packages (SQL/MM),"Jim Melton, Andrew Eisenberg",ACM SIGMOD Record ,2001,ACM
604279,Standards,Andrew Eisenberg,ACM SIGMOD Record ,2001,ACM
604278,Describing semistructured data,Luca Cardelli,ACM SIGMOD Record ,2001,ACM
604277,Database principles,Leonid Libkin,ACM SIGMOD Record ,2001,ACM
604276,Information warfare and security,H. V. Jagadish,ACM SIGMOD Record ,2001,ACM
604275,"Transactional information systems: theory, algorithms, and the practice of concurrency control and recovery",Marc H. Scholl,ACM SIGMOD Record ,2001,ACM
604274,Book review column,Karl Aberer,ACM SIGMOD Record ,2001,ACM
604273,Book reviews,Karl Aberer,ACM SIGMOD Record ,2001,ACM
615188,A pattern-based object calculus,"Nabil Kamel, Ping Wu, Stanley Y. W. Su",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615187,Dynamic maintenance of data distribution for selectivity estimation,"Kyu Young Whang, Sang Wook Kim, Gio Wiederhold",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
615186,Chronological scheduling of transactions with temporal dependencies,"Dimitrios Georgakopoulos, Marek Rusinkiewicz, Witold Litwin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1994,ACM
604286,Research in multi-organizational processes and semantic information brokering at the LSDIS lab,"Amit Sheth, John Miller, Krys Kochut, Budak Arpinar",ACM SIGMOD Record ,2001,ACM
604285,Research centers,Amit Sheth,ACM SIGMOD Record ,2001,ACM
604284,On the academic interview circuit: an end-to-end discussion,U&#287;ur &#199;etintemel,ACM SIGMOD Record ,2001,ACM
604283,Career forum,Alexandros Labrinidis,ACM SIGMOD Record ,2001,ACM
604282,Java support for data-intensive systems: experiences building the telegraph dataflow system,"Mehul A. Shah, Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein",ACM SIGMOD Record ,2001,ACM
637412,Special section on semantic web and data management,"Robert Meersman, Amit Sheth",ACM SIGMOD Record ,2002,ACM
637413,Data modelling versus ontology engineering,"Peter Spyns, Robert Meersman, Mustafa Jarrar",ACM SIGMOD Record ,2002,ACM
637414,Methodology for development and employment of ontology based knowledge management applications,"York Sure, Steffen Staab, Rudi Studer",ACM SIGMOD Record ,2002,ACM
637415,A conceptual architecture for semantic web enabled web services,"Christoph Bussler, Dieter Fensel, Alexander Maedche",ACM SIGMOD Record ,2002,ACM
615236,Sleepers and workaholics: caching strategies in mobile environments (extended version),"Daniel Barbar&#225;, Tomasz Imieli&#324;ski",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995,ACM
615237,AlphaSort: a cache-sensitive parallel external sort,"Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995,ACM
615238,QuickStore: a high performance mapped object store,"Seth J. White, David J. DeWitt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995,ACM
615239,Estimating page fetches for index scans with finite LRU buffers,"Arun Swami, K. Bernhard Schiefer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1995,ACM
